Script,Read (noq),Write (noq),Other (noq),Total (noq),Transactions (per s.),Queries (per s.),Ignored Errors (per s.),Reconnects (per s.),Total Time (s),Total Events,Latency Min (ms),Latency Avg (ms),Latency Max (ms),Latency 95th Percentile (ms),Latency Sum (ms)
default_null_count_null_2,47473.00,8001.00,5.00,55479.00,47475.00,55479.00,0.00,0.00,14.5484s8.0007s,47475.00,6807.02,7274.05,7748.77,7754.45,22508.26
default_null_count_query_2,5339.00,8001.00,5.00,13345.00,5341.00,13345.00,0.00,0.00,14.5484s8.0014s,5341.00,6808.34,7275.38,7750.14,7755.78,22543.36
default_null_count_null_25,47623.00,8001.00,5.00,55629.00,47625.00,55629.00,0.00,0.00,15.5574s8.0007s,47625.00,7574.68,7778.57,7989.95,8038.80,23516.29
default_null_count_query_25,6810.00,8001.00,5.00,14816.00,6812.00,14816.00,0.00,0.00,15.5574s8.0007s,6812.00,7575.68,7779.57,7992.16,8039.82,23550.02
not_null_count_null,47253.00,8001.00,5.00,55259.00,47255.00,55259.00,0.00,0.00,15.8594s8.0007s,47255.00,7313.24,7929.58,8553.35,8484.98,23819.10
not_null_count_query,7024.00,8001.00,5.00,15030.00,7026.00,15030.00,0.00,0.00,15.8594s8.0007s,7026.00,7314.20,7930.55,8554.53,8485.97,23852.00
