Script,Read,Write,Other,Total,Transactions,Queries,Ignored Errors,Reconnects,Total Time,Total Events,Latency Min,Latency Avg,Latency Max,Latency 95th Percentile,Latency Sum
with_index_500_insert,0,15064,42761,57825,112,57825,180,0,18.2638s,112,582.80,652.24,687.09,682.06,73051.05
with_index_500_select,128712,0,0,128712,42904,128712,0,0,18.0018s,42904,0.94,1.68,18.91,2.11,71950.60
with_index_5000_insert,0,15085,45043,60128,12,60128,15,0,19.3337s,12,6312.67,6444.24,6536.48,6594.16,77330.86
with_index_5000_select,31131,0,0,31131,10377,31131,0,0,18.0029s,10377,3.57,6.94,25.97,8.13,71991.71
without_index_500_insert,0,15598,44440,60038,116,60038,187,0,18.5212s,116,557.35,638.63,718.98,719.92,74080.98
without_index_500_select,91710,0,0,91710,30570,91710,0,0,18.0024s,30570,1.31,2.35,19.34,2.91,71964.69
without_index_5000_insert,0,15190,45102,60292,12,60292,23,0,18.4059s,12,5930.44,6134.94,6258.28,6247.39,73619.33
without_index_5000_select,15753,0,0,15753,5251,15753,0,0,18.0080s,5251,7.46,13.71,37.42,15.27,72010.72
