Script,Read,Write,Other,Total,Transactions,Queries,Ignored Errors,Reconnects,Total Time,Total Events,Latency Min,Latency Avg,Latency Max,Latency 95th Percentile,Latency Sum
with_index_length_400,25908.00,5212.00,27.00,31147.00,8649.00,31147.00,0.00,0.00,8.0410s,8649.00,543.52,619.42,674.69,658.97,16031.86
with_index_length_4000,8550.00,8001.00,5.00,16556.00,2852.00,16556.00,0.00,0.00,11.7002s,2852.00,5665.29,5852.62,6047.33,6029.32,19697.35
without_index_length_400,20610.00,5613.00,29.00,26252.00,6884.00,26252.00,0.00,0.00,8.1721s,6884.00,482.39,584.83,641.28,624.56,16165.10
without_index_length_4000,4314.00,8001.00,5.00,12320.00,1440.00,12320.00,0.00,0.00,11.1277s,1440.00,5361.52,5569.15,5784.04,5819.01,19130.45
