Script,Read (noq),Write (noq),Other (noq),Total (noq),Transactions (per s.),Queries (per s.),Ignored Errors (per s.),Reconnects (per s.),Total Time (s),Total Events,Latency Min (ms),Latency Avg (ms),Latency Max (ms),Latency 95th Percentile (ms),Latency Sum (ms)
default_null_count_null_2,47259.00,8001.00,5.00,55265.00,47261.00,55265.00,0.00,0.00,10.2063s8.0007s,47261.00,5031.19,5103.02,5182.33,5218.11,18165.49
default_null_count_query_2,5209.00,8001.00,5.00,13215.00,5211.00,13215.00,0.00,0.00,10.2063s8.0008s,5211.00,5032.54,5104.38,5184.12,5219.50,18200.63
default_null_count_null_25,47377.00,8001.00,5.00,55383.00,47379.00,55383.00,0.00,0.00,9.0342s8.0007s,47379.00,4339.53,4516.99,4701.74,4683.76,16992.16
default_null_count_query_25,6762.00,8001.00,5.00,14768.00,6764.00,14768.00,0.00,0.00,9.0342s8.0016s,6764.00,4340.54,4518.00,4702.97,4684.78,17028.61
not_null_count_null,47608.00,8001.00,5.00,55614.00,47610.00,55614.00,0.00,0.00,9.9009s8.0007s,47610.00,4794.00,4950.34,5113.95,5125.00,17859.47
not_null_count_query,6989.00,8001.00,5.00,14995.00,6991.00,14995.00,0.00,0.00,9.9009s8.0007s,6991.00,4794.96,4951.31,5115.02,5125.99,17893.94
