Script,Read (noq),Write (noq),Other (noq),Total (noq),Transactions (per s.),Queries (per s.),Ignored Errors (per s.),Reconnects (per s.),Total Time (s),Total Events,Latency Min (ms),Latency Avg (ms),Latency Max (ms),Latency 95th Percentile (ms),Latency Sum (ms)
null_length_2_insert,0,8001,5,8006,2,8006,0,0,10.2063s,2,5031.05,5102.85,5174.65,5217.92,10205.70
null_length_2_select_default_null_count_null,47259,0,0,47259,47259,47259,0,0,8.0007s,47259,0.14,0.17,7.68,0.19,7959.79
null_length_2_select_default_null_count_query,5209,0,0,5209,5209,5209,0,0,8.0008s,5209,1.49,1.53,9.47,1.58,7994.93
null_length_25_insert,0,8001,5,8006,2,8006,0,0,9.0342s,2,4339.39,4516.82,4694.24,4683.57,9033.63
null_length_25_select_default_null_count_null,47377,0,0,47377,47377,47377,0,0,8.0007s,47377,0.14,0.17,7.50,0.19,7958.53
null_length_25_select_default_null_count_query,6762,0,0,6762,6762,6762,0,0,8.0016s,6762,1.15,1.18,8.73,1.21,7994.98
not_null_insert,0,8001,5,8006,2,8006,0,0,9.9009s,2,4793.86,4950.17,5106.47,5124.81,9900.34
not_null_select_not_null_count_null,47608,0,0,47608,47608,47608,0,0,8.0007s,47608,0.14,0.17,7.48,0.19,7959.13
not_null_select_not_null_count_query,6989,0,0,6989,6989,6989,0,0,8.0007s,6989,1.10,1.14,8.55,1.18,7993.60
