Script,Read (noq),Write (noq),Other (noq),Total (noq),Transactions (per s.),Queries (per s.),Ignored Errors (per s.),Reconnects (per s.),Total Time (s),Total Events,Latency Min (ms),Latency Avg (ms),Latency Max (ms),Latency 95th Percentile (ms),Latency Sum (ms)
with_index_length_10,689508.00,66228.00,122844.00,878580.00,241274.00,878580.00,9183.00,0.00,60.0081s60.0016s,241274.00,7.08,22.02,123.54,39.59,479706.56
with_index_length_40,658494.00,66737.00,121592.00,846823.00,222728.00,846823.00,4494.00,0.00,60.0500s60.0020s,222728.00,25.69,75.45,409.70,129.23,479906.64
without_index_length_10,717462.00,66340.00,122020.00,905822.00,250493.00,905822.00,9175.00,0.00,60.0042s60.0016s,250493.00,7.20,22.16,139.09,40.97,479694.16
without_index_length_40,639894.00,68454.00,125249.00,833597.00,216629.00,833597.00,4718.00,0.00,60.0501s60.0018s,216629.00,22.75,73.22,323.28,122.55,479875.30
