Script,Read (noq),Write (noq),Other (noq),Total (noq),Transactions (per s.),Queries (per s.),Ignored Errors (per s.),Reconnects (per s.),Total Time (s),Total Events,Latency Min (ms),Latency Avg (ms),Latency Max (ms),Latency 95th Percentile (ms),Latency Sum (ms)
int_queries,32301.00,48004.00,143205.00,223510.00,32369.00,223510.00,60.00,0.00,60.9127s60.0069s,32369.00,3101.79,3590.47,4442.75,4445.11,483618.22
varchar_queries_length_1,47870.00,88993.00,132953.00,269816.00,47921.00,269816.00,91.00,0.00,62.7229s60.0037s,47921.00,2269.83,4872.68,14993.52,9804.64,488194.76
varchar_queries_length_64,36363.00,79536.00,120245.00,236144.00,36413.00,236144.00,71.00,0.00,65.7980s60.0038s,36413.00,2803.38,5131.86,15581.35,11952.83,496213.60
