Script,Read (noq),Write (noq),Other (noq),Total (noq),Transactions (per s.),Queries (per s.),Ignored Errors (per s.),Reconnects (per s.),Total Time (s),Total Events,Latency Min (ms),Latency Avg (ms),Latency Max (ms),Latency 95th Percentile (ms),Latency Sum (ms)
column_prefix,6677.00,8001.00,5.00,14683.00,6679.00,14683.00,0.00,0.00,8.7932s8.0009s,6679.00,4380.24,4397.53,4423.12,4438.52,16786.73
combined_match_with_range,28607.00,8001.00,5.00,36613.00,28609.00,36613.00,0.00,0.00,8.7932s8.0007s,28609.00,4379.45,4396.61,4421.35,4437.58,16768.59
exact_with_prefix,21846.00,8001.00,5.00,29852.00,21848.00,29852.00,0.00,0.00,8.7932s8.0008s,21848.00,4379.54,4396.70,4421.21,4437.66,16773.36
full_match,33654.00,8001.00,5.00,41660.00,33656.00,41660.00,0.00,0.00,8.7932s8.0007s,33656.00,4379.41,4396.57,4421.07,4437.54,16763.47
leftmost_prefix,12685.00,8001.00,5.00,20691.00,12687.00,20691.00,0.00,0.00,8.7932s8.0008s,12687.00,4379.76,4396.96,4421.69,4437.94,16782.10
not_leftmost,2610.00,8001.00,5.00,10616.00,2612.00,10616.00,0.00,0.00,8.7932s8.0008s,2612.00,4381.71,4399.39,4424.33,4440.57,16789.94
range_values,3021.00,8001.00,5.00,11027.00,3023.00,11027.00,0.00,0.00,8.7932s8.0033s,3023.00,4381.53,4398.98,4424.16,4440.03,16791.92
range_with_like,23976.00,8001.00,5.00,31982.00,23978.00,31982.00,0.00,0.00,8.7932s8.0007s,23978.00,4379.50,4396.66,4421.58,4437.63,16769.71
skip_columns,15627.00,8001.00,5.00,23633.00,15629.00,23633.00,0.00,0.00,8.7932s8.0011s,15629.00,4379.68,4396.84,4421.95,4437.82,16778.75
