Script,Read (noq),Write (noq),Other (noq),Total (noq),Transactions (per s.),Queries (per s.),Ignored Errors (per s.),Reconnects (per s.),Total Time (s),Total Events,Latency Min (ms),Latency Avg (ms),Latency Max (ms),Latency 95th Percentile (ms),Latency Sum (ms)
with_index_length_10,36402.00,8271.00,1505.00,46178.00,12886.00,46178.00,0.00,0.00,8.0108s8.0007s,12886.00,9.26,11.31,32.72,13.71,15996.30
with_index_length_40,35058.00,7215.00,353.00,42626.00,11862.00,42626.00,0.00,0.00,8.0231s8.0011s,11862.00,35.86,46.26,68.13,55.58,16011.64
without_index_length_10,37401.00,7666.00,1395.00,46462.00,13164.00,46462.00,0.00,0.00,8.0089s8.0007s,13164.00,9.32,12.13,29.53,15.45,15994.74
without_index_length_40,35031.00,8035.00,393.00,43459.00,11873.00,43459.00,0.00,0.00,8.0297s8.0008s,11873.00,32.62,41.64,70.95,52.69,16017.34
