Script,Read,Write,Other,Total,Transactions,Queries,Ignored Errors,Reconnects,Total Time,Total Events,Latency Min,Latency Avg,Latency Max,Latency 95th Percentile,Latency Sum
with_index_500_insert,0,20950,58648,79598,152,79598,277,0,18.1254s,152,450.31,476.96,513.45,502.20,72497.54
with_index_500_select,125835,0,0,125835,41945,125835,0,0,18.0016s,41945,1.01,1.72,19.25,2.18,71949.41
with_index_5000_insert,0,20127,60178,80305,16,80305,17,0,22.1289s,16,5402.92,5531.97,5620.90,5607.61,88511.45
with_index_5000_select,31221,0,0,31221,10407,31221,0,0,18.0063s,10407,3.50,6.92,25.23,8.28,72001.36
without_index_500_insert,0,17184,48970,66154,128,66154,192,0,18.0809s,128,488.34,565.00,608.10,590.56,72319.68
without_index_500_select,91407,0,0,91407,30469,91407,0,0,18.0024s,30469,1.26,2.36,19.52,2.91,71965.94
without_index_5000_insert,0,20141,60149,80290,16,80290,24,0,21.7677s,16,5391.48,5441.66,5513.85,5507.54,87066.50
without_index_5000_select,15798,0,0,15798,5266,15798,0,0,18.0103s,5266,7.96,13.68,36.57,15.00,72019.12
