Script,Read,Write,Other,Total,Transactions,Queries,Ignored Errors,Reconnects,Total Time,Total Events,Latency Min,Latency Avg,Latency Max,Latency 95th Percentile,Latency Sum
query_differences_insert,0,12003,9,12012,4,12012,0,0,8.7926s,4,2135.26,2198.02,2269.83,2279.14,8792.07
query_differences_select_combined_match_with_range,10361,0,0,10361,10361,10361,0,0,8.0009s,10361,0.61,0.77,9.19,1.14,7987.99
query_differences_select_full_match,36333,0,0,36333,36333,36333,0,0,8.0008s,36333,0.19,0.22,7.61,0.24,7966.43
query_differences_select_leftmost_prefix,10090,0,0,10090,10090,10090,0,0,8.0007s,10090,0.64,0.79,8.91,1.12,7988.97
query_differences_select_partial_match_range_query,10200,0,0,10200,10200,10200,0,0,8.0011s,10200,0.64,0.78,9.09,1.18,7988.89
