Script,Read (noq),Write (noq),Other (noq),Total (noq),Transactions (per s.),Queries (per s.),Ignored Errors (per s.),Reconnects (per s.),Total Time (s),Total Events,Latency Min (ms),Latency Avg (ms),Latency Max (ms),Latency 95th Percentile (ms),Latency Sum (ms)
column_prefix,6719.00,12002.00,7.00,18728.00,6722.00,18728.00,0.00,0.00,11.5835s8.0007s,6722.00,3833.89,3862.16,3891.73,3913.37,19576.26
combined_match_with_range,29639.00,12002.00,7.00,41648.00,29642.00,41648.00,0.00,0.00,11.5835s8.0007s,29642.00,3833.12,3861.24,3888.00,3912.09,19558.24
exact_with_prefix,21451.00,12002.00,7.00,33460.00,21454.00,33460.00,0.00,0.00,11.5835s8.0008s,21454.00,3833.22,3861.34,3887.99,3912.19,19565.54
full_match,33502.00,12002.00,7.00,45511.00,33505.00,45511.00,0.00,0.00,11.5835s8.0007s,33505.00,3833.09,3861.21,3888.17,3912.05,19553.26
leftmost_prefix,12625.00,12002.00,7.00,24634.00,12628.00,24634.00,0.00,0.00,11.5835s8.0009s,12628.00,3833.46,3861.60,3888.35,3912.46,19572.67
not_leftmost,2609.00,12002.00,7.00,14618.00,2612.00,14618.00,0.00,0.00,11.5835s8.0022s,2612.00,3835.37,3864.04,3890.88,3915.09,19581.64
range_values,3049.00,12002.00,7.00,15058.00,3052.00,15058.00,0.00,0.00,11.5835s8.0007s,3052.00,3835.20,3863.59,3890.57,3914.55,19579.88
range_with_like,24741.00,12002.00,7.00,36750.00,24744.00,36750.00,0.00,0.00,11.5835s8.0008s,24744.00,3833.18,3861.29,3888.18,3912.14,19564.13
skip_columns,14708.00,12002.00,7.00,26717.00,14711.00,26717.00,0.00,0.00,11.5835s8.0007s,14711.00,3833.39,3861.51,3888.49,3912.36,19570.15
