Script,Read,Write,Other,Total,Transactions,Queries,Ignored Errors,Reconnects,Total Time,Total Events,Latency Min,Latency Avg,Latency Max,Latency 95th Percentile,Latency Sum
with_index_500_insert,0,4999,21,5020,10,5020,0,0,8.3074s,10,608.77,830.68,1046.28,1050.76,8306.83
with_index_500_select,24414,0,0,24414,8138,24414,0,0,8.0010s,8138,0.88,0.98,8.41,1.12,7991.98
with_index_5000_insert,0,9999,5,10004,2,10004,0,0,12.4940s,2,5280.30,6246.69,7213.08,7215.39,12493.39
with_index_5000_select,7149,0,0,7149,2383,7149,0,0,8.0029s,2383,3.16,3.36,11.04,3.55,7999.50
without_index_500_insert,0,7499,31,7530,15,7530,0,0,8.5054s,15,492.85,566.98,687.96,682.06,8504.74
without_index_500_select,18309,0,0,18309,6103,18309,0,0,8.0008s,6103,1.21,1.31,8.78,1.37,7993.62
without_index_5000_insert,0,9999,5,10004,2,10004,0,0,13.0935s,2,6221.27,6546.50,6871.73,6835.96,13093.00
without_index_5000_select,3540,0,0,3540,1180,3540,0,0,8.0010s,1180,6.53,6.78,15.34,6.91,7998.66
