Script,Read,Write,Other,Total,Transactions,Queries,Ignored Errors,Reconnects,Total Time,Total Events,Latency Min,Latency Avg,Latency Max,Latency 95th Percentile,Latency Sum
with_index_insert,0,0,345888,345888,115296,345888,0,0,18.0013s,115296,0.34,0.62,21.28,0.83,71842.81
with_index_select,226122,0,0,226122,75374,226122,0,0,18.0014s,75374,0.62,0.95,19.70,1.23,71905.83
