Script,Read (noq),Write (noq),Other (noq),Total (noq),Transactions (per s.),Queries (per s.),Ignored Errors (per s.),Reconnects (per s.),Total Time (s),Total Events,Latency Min (ms),Latency Avg (ms),Latency Max (ms),Latency 95th Percentile (ms),Latency Sum (ms)
null_length_2_insert,0,12002,7,12009,3,12009,0,0,12.3234s,3,3787.83,4107.58,4398.55,4437.27,12322.74
null_length_2_select_default_null_count_null,40314,0,0,40314,40314,40314,0,0,8.0008s,40314,0.15,0.20,7.75,0.22,7956.86
null_length_2_select_default_null_count_query,5099,0,0,5099,5099,5099,0,0,8.0022s,5099,1.50,1.57,9.21,1.61,7995.37
null_length_25_insert,0,8001,5,8006,2,8006,0,0,8.3729s,2,3869.84,4186.09,4502.35,4517.90,8372.18
null_length_25_select_default_null_count_null,40527,0,0,40527,40527,40527,0,0,8.0008s,40527,0.15,0.20,7.75,0.22,7958.33
null_length_25_select_default_null_count_query,6437,0,0,6437,6437,6437,0,0,8.0009s,6437,1.19,1.24,8.97,1.27,7992.72
not_null_insert,0,8001,5,8006,2,8006,0,0,9.3180s,2,4402.04,4658.69,4915.34,4943.53,9317.38
not_null_select_not_null_count_null,40532,0,0,40532,40532,40532,0,0,8.0009s,40532,0.15,0.20,7.90,0.22,7955.18
not_null_select_not_null_count_query,6678,0,0,6678,6678,6678,0,0,8.0013s,6678,1.14,1.20,8.83,1.23,7992.79
