Script,Read (noq),Write (noq),Other (noq),Total (noq),Transactions (per s.),Queries (per s.),Ignored Errors (per s.),Reconnects (per s.),Total Time (s),Total Events,Latency Min (ms),Latency Avg (ms),Latency Max (ms),Latency 95th Percentile (ms),Latency Sum (ms)
default_null_count_null_2,1008997.00,60915.00,180609.00,1250521.00,1009057.00,1250521.00,113.00,0.00,60.9524s60.0012s,1009057.00,3937.62,4063.66,4159.31,4129.26,482635.46
default_null_count_query_2,81541.00,60915.00,180609.00,323065.00,81601.00,323065.00,113.00,0.00,60.9524s60.0024s,81601.00,3938.98,4066.36,4164.40,4132.04,483709.16
default_null_count_null_25,1012584.00,52402.00,156287.00,1221273.00,1012636.00,1221273.00,67.00,0.00,60.4112s60.0012s,1012636.00,4588.68,4647.16,4743.40,4683.92,480452.01
default_null_count_query_25,105057.00,52402.00,156287.00,313746.00,105109.00,313746.00,67.00,0.00,60.4112s60.0019s,105109.00,4589.71,4649.20,4745.37,4686.05,481519.07
not_null_count_null,1017442.00,64861.00,192543.00,1274846.00,1017506.00,1274846.00,115.00,0.00,63.1680s60.0010s,1017506.00,3794.37,3948.17,4167.04,4129.26,491487.79
not_null_count_query,108941.00,64861.00,192543.00,366345.00,109005.00,366345.00,115.00,0.00,63.1680s60.0019s,109005.00,3795.34,3950.14,4171.14,4131.30,492543.27
