Script,Read,Write,Other,Total,Transactions,Queries,Ignored Errors,Reconnects,Total Time,Total Events,Latency Min,Latency Avg,Latency Max,Latency 95th Percentile,Latency Sum
with_index_500_insert,0,18291,52021,70312,136,70312,210,0,18.2713s,136,478.52,537.36,574.45,569.67,73081.04
with_index_500_select,127200,0,0,127200,42400,127200,0,0,18.0024s,42400,0.98,1.70,21.21,2.18,71951.92
with_index_5000_insert,0,20049,60057,80106,16,80106,13,0,23.3594s,16,5786.41,5839.59,5922.71,5918.87,93433.51
with_index_5000_select,31167,0,0,31167,10389,31167,0,0,18.0051s,10389,3.51,6.93,26.00,8.28,71997.71
without_index_500_insert,0,18999,53528,72527,140,72527,230,0,18.6216s,140,481.18,532.01,629.54,580.02,74482.07
without_index_500_select,91410,0,0,91410,30470,91410,0,0,18.0019s,30470,1.29,2.36,19.65,2.91,71964.05
without_index_5000_insert,0,20130,60106,80236,16,80236,17,0,22.9125s,16,5583.59,5727.86,5925.92,5918.87,91645.76
without_index_5000_select,15816,0,0,15816,5272,15816,0,0,18.0043s,5272,8.24,13.66,31.78,15.00,72001.72
