Script,Read,Write,Other,Total,Transactions,Queries,Ignored Errors,Reconnects,Total Time,Total Events,Latency Min,Latency Avg,Latency Max,Latency 95th Percentile,Latency Sum
column_prefix,6753.00,8001.00,5.00,14759.00,6755.00,14759.00,0.00,0.00,10.8023s8.0007s,6755.00,5161.32,5402.05,5651.15,5608.84,18795.57
combined_match_with_range,28319.00,8001.00,5.00,36325.00,28321.00,36325.00,0.00,0.00,10.8023s8.0007s,28321.00,5160.54,5401.15,5649.48,5607.93,18777.08
exact_with_prefix,22047.00,8001.00,5.00,30053.00,22049.00,30053.00,0.00,0.00,10.8023s8.0007s,22049.00,5160.62,5401.23,5649.44,5608.00,18781.87
full_match,33392.00,8001.00,5.00,41398.00,33394.00,41398.00,0.00,0.00,10.8023s8.0007s,33394.00,5160.50,5401.11,5649.24,5607.88,18770.76
leftmost_prefix,12857.00,8001.00,5.00,20863.00,12859.00,20863.00,0.00,0.00,10.8023s8.0007s,12859.00,5160.85,5401.49,5649.72,5608.26,18791.00
not_leftmost,2628.00,8001.00,5.00,10634.00,2630.00,10634.00,0.00,0.00,10.8023s8.0022s,2630.00,5162.79,5403.91,5652.52,5610.86,18800.35
range_values,3041.00,8001.00,5.00,11047.00,3043.00,11047.00,0.00,0.00,10.8023s8.0011s,3043.00,5162.59,5403.50,5651.37,5610.37,18798.63
range_with_like,24234.00,8001.00,5.00,32240.00,24236.00,32240.00,0.00,0.00,10.8023s8.0007s,24236.00,5160.59,5401.20,5650.44,5607.97,18781.49
skip_columns,15795.00,8001.00,5.00,23801.00,15797.00,23801.00,0.00,0.00,10.8023s8.0009s,15797.00,5160.76,5401.38,5649.62,5608.15,18787.88
