Script,Read (noq),Write (noq),Other (noq),Total (noq),Transactions (per s.),Queries (per s.),Ignored Errors (per s.),Reconnects (per s.),Total Time (s),Total Events,Latency Min (ms),Latency Avg (ms),Latency Max (ms),Latency 95th Percentile (ms),Latency Sum (ms)
char_length_10,62772.00,48440.00,144244.00,255456.00,20972.00,255456.00,54.00,0.00,60.6342s60.0090s,20972.00,4779.94,5064.24,5328.12,5325.25,482521.97
char_length_255,59739.00,52455.00,156309.00,268503.00,19965.00,268503.00,58.00,0.00,63.0407s60.0088s,19965.00,4409.00,4861.26,5210.38,5138.03,492142.94
int_length_10,64878.00,52700.00,156543.00,274121.00,21678.00,274121.00,93.00,0.00,61.4959s60.0094s,21678.00,3919.57,4741.47,5010.46,4955.83,485962.12
int_length_255,64695.00,52920.00,156590.00,274205.00,21617.00,274205.00,111.00,0.00,61.9211s60.0087s,21617.00,3948.67,4774.21,5068.25,5045.65,487665.33
varchar_length_10,63030.00,52500.00,156314.00,271844.00,21062.00,271844.00,58.00,0.00,61.9450s60.0089s,21062.00,4547.16,4776.33,5034.70,5045.87,487754.74
varchar_length_255,62769.00,52791.00,156474.00,272034.00,20975.00,272034.00,76.00,0.00,64.0555s60.0078s,20975.00,4747.92,4938.73,5138.31,5137.33,496202.58
