Script,Read,Write,Other,Total,Transactions,Queries,Ignored Errors,Reconnects,Total Time,Total Events,Latency Min,Latency Avg,Latency Max,Latency 95th Percentile,Latency Sum
selectivity_changes_10_insert,0,27039,81285,108324,108,108324,0,0,18.4070s,108,660.54,681.71,739.44,733.00,73624.42
selectivity_changes_10_select,157837,0,0,157837,157837,157837,0,0,18.0014s,157837,0.24,0.46,18.44,0.63,71820.01
selectivity_changes_100_insert,0,27029,81295,108324,108,108324,0,0,18.1099s,108,652.41,670.70,736.83,719.92,72436.06
selectivity_changes_100_select,212625,0,0,212625,212625,212625,0,0,18.0009s,212625,0.19,0.34,17.77,0.48,71765.32
selectivity_changes_500_insert,0,27028,81296,108324,108,108324,0,0,18.0623s,108,631.59,668.94,778.04,694.45,72245.47
selectivity_changes_500_select,215468,0,0,215468,215468,215468,0,0,18.0010s,215468,0.19,0.33,17.76,0.47,71759.99
