Script,Read (noq),Write (noq),Other (noq),Total (noq),Transactions (per s.),Queries (per s.),Ignored Errors (per s.),Reconnects (per s.),Total Time (s),Total Events,Latency Min (ms),Latency Avg (ms),Latency Max (ms),Latency 95th Percentile (ms),Latency Sum (ms)
selectivity_changes_length_10,538194.00,71294.00,214574.00,824062.00,538550.00,824062.00,0.00,0.00,60.2539s60.0013s,538550.00,590.23,677.44,810.45,746.94,480377.99
selectivity_changes_length_100,712627.00,72089.00,216991.00,1001707.00,712987.00,1001707.00,0.00,0.00,60.5660s60.0013s,712987.00,535.67,673.28,807.53,733.47,481446.36
selectivity_changes_length_500,729997.00,70487.00,212169.00,1012653.00,730349.00,1012653.00,0.00,0.00,60.1999s60.0009s,730349.00,530.82,684.41,804.34,746.78,479970.40
