Script,Read (noq),Write (noq),Other (noq),Total (noq),Transactions (per s.),Queries (per s.),Ignored Errors (per s.),Reconnects (per s.),Total Time (s),Total Events,Latency Min (ms),Latency Avg (ms),Latency Max (ms),Latency 95th Percentile (ms),Latency Sum (ms)
char_length_10,4035.00,12002.00,7.00,16044.00,1348.00,16044.00,0.00,0.00,9.3851s8.0007s,1348.00,2948.64,3134.13,3509.54,3518.89,17382.45
char_length_255,4011.00,12002.00,7.00,16020.00,1340.00,16020.00,0.00,0.00,9.4010s8.0021s,1340.00,3120.76,3139.44,3157.23,3157.71,17399.96
int_length_10,4302.00,12002.00,7.00,16311.00,1437.00,16311.00,0.00,0.00,8.7527s8.0029s,1437.00,2891.11,2922.98,2947.99,2938.27,16752.53
int_length_255,4269.00,12002.00,7.00,16278.00,1426.00,16278.00,0.00,0.00,9.5292s8.0036s,1426.00,3029.39,3181.79,3332.98,3332.32,17529.48
varchar_length_10,4152.00,12002.00,7.00,16161.00,1387.00,16161.00,0.00,0.00,10.3111s8.0061s,1387.00,3400.55,3442.61,3482.24,3454.41,18314.03
varchar_length_255,4116.00,12002.00,7.00,16125.00,1375.00,16125.00,0.00,0.00,9.9751s8.0040s,1375.00,3192.48,3330.66,3408.67,3392.98,17975.89
