Script,Read (noq),Write (noq),Other (noq),Total (noq),Transactions (per s.),Queries (per s.),Ignored Errors (per s.),Reconnects (per s.),Total Time (s),Total Events,Latency Min (ms),Latency Avg (ms),Latency Max (ms),Latency 95th Percentile (ms),Latency Sum (ms)
int_column_insert,0,44501,132404,176905,44,176905,72,0,63.8372s,44,4757.45,5803.29,6379.28,6360.91,255344.90
int_column_select_int_desc_sort,30460,0,0,30460,30460,30460,0,0,60.0057s,30460,2.89,7.88,27.86,11.04,239963.13
int_column_select_int_simple_filter,805125,0,0,805125,805125,805125,0,0,60.0012s,805125,0.16,0.30,18.58,0.43,239104.42
char_column_insert,0,40190,120075,160265,40,160265,31,0,60.1865s,40,4480.76,6018.54,6768.92,6713.97,240741.55
char_column_select_char_desc_sort,27996,0,0,27996,27996,27996,0,0,60.0058s,27996,3.75,8.57,27.28,12.08,239969.43
char_column_select_char_simple_filter,795630,0,0,795630,795630,795630,0,0,60.0014s,795630,0.16,0.30,18.36,0.44,239112.07
