Script,Read (noq),Write (noq),Other (noq),Total (noq),Transactions (per s.),Queries (per s.),Ignored Errors (per s.),Reconnects (per s.),Total Time (s),Total Events,Latency Min (ms),Latency Avg (ms),Latency Max (ms),Latency 95th Percentile (ms),Latency Sum (ms)
int_desc_sort,30460.00,44501.00,132404.00,207365.00,30504.00,207365.00,72.00,0.00,63.8372s60.0057s,30504.00,4760.34,5811.17,6407.14,6371.95,495308.03
int_simple_filter,805125.00,44501.00,132404.00,982030.00,805169.00,982030.00,72.00,0.00,63.8372s60.0012s,805169.00,4757.61,5803.59,6397.86,6361.34,494449.32
char_desc_sort,27996.00,40190.00,120075.00,188261.00,28036.00,188261.00,31.00,0.00,60.1865s60.0058s,28036.00,4484.51,6027.11,6796.20,6726.05,480710.98
char_simple_filter,795630.00,40190.00,120075.00,955895.00,795670.00,955895.00,31.00,0.00,60.1865s60.0014s,795670.00,4480.92,6018.84,6787.28,6714.41,479853.62
