Script,Read (noq),Write (noq),Other (noq),Total (noq),Transactions (per s.),Queries (per s.),Ignored Errors (per s.),Reconnects (per s.),Total Time (s),Total Events,Latency Min (ms),Latency Avg (ms),Latency Max (ms),Latency 95th Percentile (ms),Latency Sum (ms)
char_length_10,3936.00,12002.00,7.00,15945.00,1315.00,15945.00,0.00,0.00,10.2568s8.0024s,1315.00,3396.23,3424.81,3461.21,3454.74,18256.07
char_length_255,3762.00,12002.00,7.00,15771.00,1257.00,15771.00,0.00,0.00,11.0209s8.0042s,1257.00,3580.24,3679.80,3760.12,3779.85,19022.06
int_length_10,3969.00,12002.00,7.00,15978.00,1326.00,15978.00,0.00,0.00,9.4562s8.0013s,1326.00,3120.56,3157.90,3188.05,3159.05,17454.32
int_length_255,4044.00,12002.00,7.00,16053.00,1351.00,16053.00,0.00,0.00,9.7258s8.0024s,1351.00,3203.74,3247.64,3333.62,3332.54,17725.02
varchar_length_10,3921.00,12002.00,7.00,15930.00,1310.00,15930.00,0.00,0.00,10.2027s8.0066s,1310.00,3316.78,3406.80,3576.15,3581.20,18206.15
varchar_length_255,3819.00,12002.00,7.00,15828.00,1276.00,15828.00,0.00,0.00,10.0862s8.0016s,1276.00,3332.00,3368.11,3454.74,3455.70,18084.78
